,Sentence,Emotion
28686,면접조차오라고연락이 이리도안오나,공포
28687,어떻게 잘 헤쳐나갈 수 있는지...,공포
28688, 중3되면할수있을까요..,공포
28689, 먼가 찜찜한게...?? 문제없는거아닌가요?,공포
28690,직장에 있으면 어떻게 대처하나요.,공포
28691,게임 문제로 뭐라하면 집착하는거같냐,공포
28692,이게 혹 잘못되거나 병원 꼭 가야하나요?,공포
28693,아구...고민이네요,공포
28694,연애 스타일이 상대방에게 아낌없이 모든걸 퍼주고 잘해주는 여자와 남자가 만나서 연애하면사랑이 커지고 깊어질까요?,공포
28695,괜히 인편만썻나도싶고 손편을 보내려는데 지금 보내도 안늦겠지요ㅕ?,공포
28696,이곳에 쓰는게 맞는지 모르겄네요.,공포
28697,또 만나서 마음주면 너처럼 또 떠날까봐....,공포
28698,분유 먹는아기인데 변이 묽어요,공포
28699, 내가 의심병이 돋은거임?,공포
28700,보낼수 있겠죠?!,공포
28701,근데 아무리 찾아봐도 안보여서 고민입니다.,공포
28702, 배안에 먼지도 너무많고 유리섬유가 몸에 정말 안좋다고 들었습니다,공포
28703,요즘 왜케 배에 가스가 차는지..,공포
28704, 어색해지긴 싫고 아직 연애할 준비가 안된거 같은데 어쩌죠...,공포
28705, 이럴때 어떻게해야되나요..,공포
28706,이게 썸을 타도 괜찮은 건지아니면 그냥 감사인사로 끝내는 건지 알 수가 없어서요...,공포
28707,정부지원과 관련하여 자세히 상담도 받을 수 있을까요?,공포
28708, 공격 당합니다,공포
28709,복싱를 배울라고 하는데  많이 힘든가요?,공포
28710,운동한다고 커질까?,공포
28711, 올해 졸업생들은 21~22살일텐데 어떨지 모르겠습니다.,공포
28712,우리 신랑 닮은 딸이면..,공포
28713, 혹시 아는 애들 있니...??,공포
28714,남들은 지금 이력서 많이넣어서 취업해야한다,공포
28715,왔다갔다 하다가도 추세선이 하향하면 결국0으로 언젠간 가듯이..,공포
28716,병원에서 배란날짜를 잡아줬는데요...,공포
28717,일본어나 일본문화에 익숙해지기 위해서라도 아니면 워홀이라도 가야하는가?,공포
28718, 이걱정 저걱정이 너무 많아서 헤어져야하나 고민이네요..,공포
28719,주위에선 기다려라는데 기다리는게 답일까요.?,공포
28720,신랑이 어리기도하고...,공포
28721,둘중에 어떤게 안정적이고 여자가 하기에 괜찮을까요,공포
28722, 초산이라 모르는게 너무 많네요..ㅠ,공포
28723, 답장받고싶으면 편지봉투랑편지지 우표도다넣어서 보내야하나요???,공포
28724," 우울증도 있고 그래서 고양이를 기르고싶은데, 제가 이기적인 걸까요?",공포
28725, 과목이 어려운거라 학기중에 하는게 나을꺼 같은데..,공포
28726,어빠가 타석에 들어서믄 무쟈게 긴장되염 ㅋㅋㅋ,공포
28727,일어나자마자 바로 카페들어와서 공지 읽었는데 아프다고ㅠ,공포
28728,또한 글순서도 엉망진창일것같은 불안한 느낌이 ㅠㅠㅠ,공포
28729,제 연로하신 어머님 몸이 않좋으시네요..,공포
28730,  중학교랑은 또 많이 다를텐데...,공포
28731, 펜들에게 웃음을 주시는 것도 중요하지만오빠에 건강도 중요 하니깐 식사 꼭 챙겨드시고아프지 마세요,공포
28732, 자칫 잘못하면 타이밍을 잃어 버릴수도 있지 않겠습니까?,공포
28733, 지현님 유격수 수비짱 지현님 설마 어제경기로 컨디션 따운돼시진 않으셨죠?,공포
28734,  오빠한테도 타격이 생길까 걱정도 되구요 ㅠㅠㅠㅠㅠㅠ,공포
28735, 짤렷다고전화한걸까요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,공포
28736,이제서야 저는 소중함을 알고 꼭 다시 잡고싶습니다 ..잡아도 될까요,공포
28737,  저가받는 불이익은 뭐가잇을까요???,공포
28738,이런관계로 사귀게된다면 좋아질수있을까요?,공포
28739,지금 알바 구하고 있긴한데...,공포
28740, 이건 완전 아웃오브 안중이겠죠.... ?????,공포
28741,들어갈때 이것저것 챙겨주고 싶은데뭘챙겨줘야할지모르겠어요.ㅜㅜ,공포
28742,"그리고 어떤 기사를 보니까, 임신 3달 전부터는 먹어줘야한다는데...한달 전부터 엽산 아연 챙겨먹는거 너무 늦은건 아니겠지요?",공포
28743,어디로 취업을 하면 좋을까용?ㅠㅠ,공포
28744, 정말 뭔가 가족이 떠나는 느낌이 드는데요요즘 군대때문에 불안해하고..,공포
28745,추석 끝나면 지금보다 상황이 괜찮을까요?,공포
28746,어떻게 해야지 제 아는동생이 빨간줄도 안가고?사회생활하는데 문제가없을까요?,공포
28747,이제 결혼준비를 시작하게 되서 날짜잡기전에 인사드리려고 하는데 어떤 선물이 좋을까요!??,공포
28748,남친이 5월초에 휴가나오는데어디 놀러갈지 아직 못정했어요ㅠㅠㅠ,공포
28749,참고로 20대중반에 입학합니다 ㅠㅠ,공포
28750,제가 지금 중학교 3학년인데 유학에대해 생각중인데요..ㅠㅠ,공포
28751,아가들원래그런거죠???????,공포
28752, 참 더 고민되네요 ㅋㅋㅋㅋ..,공포
28753,어디서 들리는 말로는 대기업처럼 미사여구나 오글거리는 멘트는 다 빼라고 하던데..,공포
28754,어플로 보니 배란일 예측일이 29일이라고 적혀있구요..,공포
28755,편의점 할때 얼굴도 보나요?,공포
28756,나이땜에 안되겠죠?,공포
28757, 그래서 공부말고 예체능쪽으로 나가고 싶은데뭘하면 좋을지모르겠어요,공포
28758, 부정출혈이 있고 난 후 며칠 뒤에 생리 시작하는지 아시는분 있나요...?,공포
28759,저 처음 렌즈 끼려고 하는데하나도 모르겠어요,공포
28760,선임들은 몇명정도 됩니까?,공포
28761, 그럼 저는 어떻하죠?,공포
28762, 오전알바 누나한테 물어보니까월급 날짜 17일 자닜는데 아직도 못받았다고 하더라고요 하..,공포
28763,연습안할때는 모하지~!~,공포
28764,두산 장원진선수의 오바로인해 주눅들지 않을까 걱정됩니다.,공포
28765,신경쓰이는 일 계셔두..,공포
28766,이럴때?어떻게 앞으로 나아가셨나요?ㅜ,공포
28767,2월말전에 사람이구해지면 다행이지만 3월까지가게되면 안되는데..,공포
28768,퇴직금이랑 상여금 그런건 어떻게 질문해야 맞는건가요,공포
28769,어찌해야 좋게 퇴사할수있을까요...,공포
28770, 전혀 운동하지 않던 사람이 먹는건 그대로 먹고 운동만 해도 빠질까요 ...,공포
28771,달달하던데 설탕 많이 뿌려서 그런거겠죠?그럼 칼로리는 어떻게 되는거죠?,공포
28772,그리고 노후가 잘 되어있는건지?;;,공포
28773,아 어디가서 해야 하나 모르겠네요.,공포
28774,뭐라 말하는게 좋을까요?,공포
28775, 하면서 얼불 벌겋게 되서 그냥 나와버렸는데...뭐 좋은 방법 없을까요..?0,공포
28776, 이럴경우 어찌 하면 되나요,공포
28777,지금부터 봉사활동을 많이 할려고 하는데 괜찮을 까요?,공포
28778,공장 갈껀데 어떤쪽으로 가는게 좋을까요?,공포
28779, 아니면 서로 맞지 않아서 그런걸까요?,공포
28780,기대도 하지 말아야 겟쬬..??,공포
28781,아니면 그냥 평소대로 잘지내는척 하고 잇을까요?,공포
28782, 라고 연락 해볼까하다가도괜히 눈치없이 미련있어 보일까봐 하지도 못하겠고..,공포
28783,그런데 남들은 지금까지 쭈욱 매일 한통씩은 오는데저만 안오는거있죠,공포
28784,스포츠브라입고 그위에  (운동용?)나시티말고 일반옷입어두될까요..?,공포
28785,생리할 날이 일주일 지났는데 가능성 있나요?,공포
28786,그만 두는 날짜를 1월달로 미뤄야할까요;;;?,공포
28787,고민입니다...,공포
28788,아기.분유 먹을때 옆으로 흐를때가 좀 있는데 왜그런 건가요??,공포
28789,서로전화하는건 너무너무좋은데 그 침묵을 어떻게 벗어나야할까요ㅜㅜㅜ,공포
28790,아니 시댁에서 믿고 딸 맡길까요??,공포
28791,요즘 3일에 한번이나5일에 한번씩 싸는데 안좋은 건가요??,공포
28792,이게 맞는건가요??,공포
28793, 무리한게 아닌가 걱정되네요,공포
28794,다시 허리가 아프신건 절~~~~~~~때 아니죠?,공포
28795,근데..재수하면 어쩌지?ㅋ///,공포
28796,습식사우나 시설로 만드는것도 좋은 방법이 될지도 모르겠네요.,공포
28797, ?? 너무무리하지말구ㅠㅠ,공포
28798,소강이라고했으니 아마도 폭우가 올것 같다.,공포
28799,시속 50킬로 이동이면 탐지후 5분만 이동해도 5킬로는 이동하는데 저게 맞출수나 있을까?,공포
28800,한국은 안그래도 정치적으로 힘든데 트럼프 당선 되서 경제까지 흔들릴 판이네요;;,공포
28801,아 잘쓰고 잇는데 괜히 불안하내,공포
28802,갤럭시s6도 터진거 있던데 불안하다 내폰...,공포
28803,사람들 기대치가 점점 더 커져서 내가 다 긴장됨 ㅋ,공포
28804,국제정세가 우리나라 정신바짝차리지않으면 안더겠다,공포
28805,정말 아니면 너무 억울해서라도 기사로라도 더 아니라고 계속 떠들고 다닐텐데 조사만 받고있네 뭔가있나..,공포
28806,고속 충전 대면 터질까봐 안됌 ㅋㅋㅋㅋ,공포
28807,빨리 대책 마련해라...큰일 벌어지기전에,공포
28808,이러다 11월 미국 대선에서 트럼프 당선까지 된다면 거의 3차 세계대전이라도 날듯 ㅎㄷㄷ,공포
28809,미세먼지는 잘 맞추는데 왜 날씨는 못 밎추나...이번엔 진짜겠지???,공포
28810,남중국해에서 한번 큰일날삘이다,공포
28811,지금 상황이 엄청 엄중하구나...,공포
28812,AI와 로봇으로 양극화는 더 심해질 것이므로 당장 대책을 마련해야 하는데 정부의 상태가?..,공포
28813,3번째 사진에 남자 성기가 보이는것 같은데..,공포
28814,자동차 중고시장에 침수차 쓰나미처럼몰리것네,공포
28815,큰일났네 ~~~~,공포
28816,무리뉴 첼시꼴 나는거 아니냐 ㅠ,공포
28817,"일본의 저런 전투기가 유사시 우리나라,중국을 목표로 하는 것이라 위협적이라는 거..",공포
28818,왠지 불안한 건 나뿐인가?,공포
28819,믿어도대는지가 의문이네,공포
28820,설마 중국한테 지겠어,공포
28821,하..진심 우려스럽다...,공포
28822,kbo 감나라배나다 관여 하면 지인 인맥 학연인 프로야구판에 정말 재미 없어진다...,공포
28823,브라질마저 우파가 되면 한국은 어떡하라고???,공포
28824,만약 일부러 져줬다면 더 무섭네 ~~~,공포
28825,미군이한국에서철수하면중국견제하기힘들걸?,공포
28826,우리나라도 슬슬 준비해야 되지 않을까 싶은데...... 큰일이다....,공포
28827,아ㅜㅜ 월요일에 아반테 나오는데 침수차는 아니겠지?ㅜㅜ,공포
28828,박정희 처럼 총맞는거 아니냐,공포
28829,대체 1년 사이 무슨일이 있었던거임?,공포
28830,사람만 다치지말자.,공포
28831,로마도 자기네 나라였다고 망언은 안하겠지??,공포
28832,우리의 가까운 미래다.....,공포
28833,기어 올라가는 놈들 어린거 같은데;;;,공포
28834,시간이 없다....,공포
28835,안 그럴것 같은데 연예대상 발표할 때 떨리넹 ㅎㅎ,공포
28836,후쿠오카 가서 라멘 먹은적 있는데 침 뱉은건 아니겠지?,공포
28837,유튜브랑 별풍수수료 경쟁하다 망할듯.....,공포
28838,음주운전을 너무 쉽게 생각하는 풍조가 생길까봐 두렵습니다.,공포
28839,그엄마가 그엄마는 아니겠지,공포
28840,카타르 2패긴 한데 만만히 보다가는 또 크게 당하지,공포
28841,아오 이러다 우리 상대로 갑자기 인생 경기 하는 것 아닌가 싶어 심히 걱정된다.,공포
28842,정신병자들이 앞장서는 나라,공포
28843,서문시장 화재가 아무래도 수상하다 뭔가 자꾸 냄새가난다,공포
28844,블랭크는 왤케불안해보이죠 팀의압승인분위기에도 불구하고,공포
28845,마디모로 감정의뢰비용이 더 나오겠네..초가삼간 다 태우지 마시길..,공포
28846,난 광안대교 가는것도 후달리더만...ㄷㄷㄷ,공포
28847,남동생휴가인데..걱정이다,공포
28848,흑인과 팡주는 뭐다? ㅍ ㅍ ... 포도야,공포
28849,안 사고 다음 시리즈 사야지ㅋㅋㅋ 불안해,공포
28850,왠지 언론에 나오는거보다 더 심각한거 같다...,공포
28851,미국이 폭스바겐 잡은데 대한 보복일까...,공포
28852,근데 저 모인 돈들이 진짜 다 불우한 이웃을 돕는데 쓰일까?????????????,공포
28853,기기결함 지금 발표 하는 이유가 이재용 영장기각 문제 시선 돌리려는 의도는 아니지. 음 아닐꺼야.,공포
28854,ㅜㅜㅜㅜㅜ 날씨안좋은데 낚시 가신건가요 ㅜㅜㅜ,공포
28855,좀비나라되는거 아녀??,공포
28856,끓는기름에 소금 넣으면 폭발하지 않을까..?,공포
28857,반기문찬양가 보다가 내손발 없어지는줄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,공포
28858,비행기나 배는 어째 걱정된다,공포
28859,식당 음식포장하면 알루미늄 호일 많이 사용하던데 ㅠㅜ,공포
28860,지진 오나??????,공포
28861,밀수~ 마피아들 돈줄 열렸네.,공포
28862,이돈으로 못살거같은데 . 얘 400~500억은 줘야할듯,공포
28863,한혜진이 위험해!!,공포
28864,"인터넷과 스마트폰이 좋은 점도 있지만, 이것들이 또한 대한민국을 망치기도 한다.",공포
28865,연예인만 문제가 아니라 일반인들도 음주운전이 너무 심함..,공포
28866, 커서 다른사람이랑 말다툼하다가도 수틀리면 그냥 쏴죽이겠구만.,공포
